VendorID,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,mta_tax,tolls_amount,improvement_surcharge,tip_amount
2,2,18.31,2,1,132,107,1,70,0.5,6.94,1,20.23
2,2,18.15,2,1,132,246,1,70,0.5,6.94,1,10
2,1,10.73,1,1,132,36,1,49.2,0.5,0,1,10.64
2,3,18.41,2,1,132,237,1,70,0.5,6.94,1,20.23
2,4,18.76,2,1,132,186,1,70,0.5,6.94,1,16.19
2,1,17.08,2,1,132,164,1,70,0.5,6.94,1,20.23
2,4,25.57,5,1,132,200,1,100,0,11.19,1,17.2
2,2,19,2,1,132,263,1,70,0.5,6.94,1,12.4
2,1,30.73,2,1,132,87,1,70,0.5,6.94,1,16.19
2,1,20.08,1,1,132,188,1,89.8,0.5,0,1,18.76
2,2,17.12,2,1,132,164,1,70,0.5,6.94,1,20.23
2,2,15.51,2,1,132,229,1,70,0.5,0,1,9.25
2,1,13.35,4,1,132,265,1,82.1,0.5,0,1,21.52
2,1,16.04,1,1,132,80,1,68.1,0.5,0,1,14.42
2,4,18.71,2,1,132,161,1,70,0.5,6.94,1,16.19
2,1,19.85,2,1,132,237,1,70,0.5,6.94,1,20.23
2,2,20.1,1,1,132,90,1,84.2,0.5,0,1,17.64
2,2,16.83,2,1,132,100,1,70,0.5,6.94,1,16.19
2,1,18.53,2,1,132,263,1,70,0.5,6.94,1,16.19
2,1,18.4,2,1,132,113,1,70,0.5,6.94,1,20.23
2,1,16.05,2,1,132,162,1,70,0.5,6.94,1,16.19
2,1,21.03,2,1,132,238,1,70,0.5,6.94,1,24.28
2,1,21.02,2,1,132,237,1,70,0.5,6.94,1,16.19
2,2,20.55,2,1,132,141,1,70,0.5,6.94,1,20.23
2,2,17.6,2,1,132,161,1,70,0.5,6.94,1,16.19
2,1,16.78,2,1,132,170,1,70,0.5,6.94,1,10
2,2,18.55,2,1,132,148,1,70,0.5,0,1,2
2,2,18.28,2,1,132,43,1,70,0.5,6.94,1,16.54
2,2,18.44,2,1,132,79,1,70,0.5,0,1,15.15
2,2,21.2,2,1,132,239,1,70,0.5,6.94,1,16.54
2,2,19.45,2,1,132,141,1,70,0.5,6.94,1,5
2,1,17.9,2,1,132,161,1,70,0.5,6.94,1,16.54
2,1,19.05,2,1,132,262,1,70,0.5,6.94,1,20.23
2,2,17.73,2,1,132,230,1,70,0.5,6.94,1,16.19
2,2,19.38,2,1,132,163,1,70,0.5,6.94,1,16.19
2,2,20.32,2,1,132,237,1,70,0.5,6.94,1,16.19
2,1,17.43,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,17.91,2,1,132,224,1,70,0.5,6.94,1,20
2,1,18.22,2,1,132,161,1,70,0.5,6.94,1,16.19
2,1,17.11,2,1,132,68,1,70,0.5,8.7,1,5
2,1,19.15,2,1,132,263,1,70,0.5,6.94,1,16.19
2,2,18.04,2,1,132,48,1,70,0.5,6.94,1,16.19
2,1,16.99,2,1,132,107,1,70,0.5,6.94,1,16.19
2,5,18.66,2,1,132,158,1,70,0.5,6.94,1,16.54
2,1,22.03,2,1,132,261,1,70,0.5,6.94,1,5
2,1,17.3,2,1,132,230,1,70,0.5,6.94,1,16.19
2,2,18.12,2,1,132,230,1,70,0.5,6.94,1,10
2,2,18.8,2,1,132,230,1,70,0.5,6.94,1,16.54
2,2,17.74,2,1,132,229,1,70,0.5,6.94,1,12.4
2,2,17.87,2,1,132,79,1,70,0.5,0,1,14.8
2,2,21.11,2,1,132,88,1,70,0.5,6.94,1,12.4
2,3,17.71,2,1,132,164,1,70,0.5,6.94,1,16.19
2,3,17.49,2,1,132,161,1,70,0.5,6.94,1,16.19
2,2,18.57,2,1,132,224,1,70,0.5,6.94,1,3
2,1,11.6,1,1,132,17,1,53.4,0.5,0,1,10
2,2,18.78,2,1,132,113,1,70,0.5,6.94,1,16.19
2,1,18.21,2,1,132,231,1,70,0.5,0,1,15.15
2,1,20.83,1,1,132,87,1,83.5,0.5,6.94,1,18.89
2,1,21.97,2,1,132,88,1,70,0.5,6.94,1,16.19
2,2,16.68,2,1,132,170,1,70,0.5,6.94,1,10
2,2,16.12,2,1,132,170,1,70,0.5,6.94,1,16.19
2,2,17.45,2,1,132,107,1,70,0.5,6.94,1,24.28
2,2,17.96,2,1,132,186,1,70,0.5,6.94,1,20.23
2,1,18.3,2,1,132,211,1,70,0.5,0,1,10
2,3,17.14,2,1,132,90,1,70,0.5,6.94,1,0.1
2,1,18.59,2,1,132,90,1,70,0.5,6.94,1,16.19
2,1,20.41,2,1,132,140,1,70,0.5,6.94,1,16.19
2,1,17.54,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,18.13,2,1,132,231,1,70,0.5,0,1,14.8
2,1,16.69,2,1,132,164,1,70,0.5,6.94,1,16.19
2,4,18.33,2,1,132,50,1,70,0.5,6.94,1,16.19
2,1,18.21,2,1,132,163,1,70,0.5,6.94,1,16.19
2,1,16.37,2,1,132,100,1,70,0.5,6.94,1,16.54
2,2,20.52,2,1,132,261,1,70,0.5,0,1,14.8
2,1,18.1,2,1,132,142,1,70,0.5,0,1,10
2,1,18.54,2,1,132,230,1,70,0.5,0,1,14.8
2,1,17.31,2,1,132,164,1,70,0.5,6.94,1,16.19
2,2,18.64,2,1,132,140,1,70,0.5,6.94,1,12.4
2,1,16.27,2,1,132,164,1,70,0.5,6.94,1,10
2,1,16.67,2,1,132,162,1,70,0.5,6.94,1,16.54
2,2,23.08,2,1,132,125,1,70,0.5,6.94,1,16.54
2,2,20.42,2,1,132,236,1,70,0.5,6.94,1,16.19
2,1,17.84,2,1,132,113,1,70,0.5,6.94,1,20.23
2,1,20.96,2,1,132,239,1,70,0.5,6.94,1,16.19
2,2,18.06,2,1,132,141,1,70,0.5,6.94,1,16.54
2,1,19.96,2,1,132,239,1,70,0.5,6.94,1,25
2,1,18.32,2,1,132,230,1,70,0.5,6.94,1,16.19
2,4,17.36,2,1,132,163,1,70,0.5,6.94,1,16
2,1,25.19,1,1,132,145,1,99.6,0.5,0,1,25.9
2,2,18.54,2,1,132,163,1,70,0.5,6.94,1,16.19
2,3,20.39,2,1,132,100,1,70,0.5,6.94,1,16.19
2,1,21.88,2,1,132,13,1,70,0.5,6.94,1,16.19
2,2,19.69,2,1,132,209,1,70,0.5,6.94,1,16.19
2,1,20.51,2,1,132,140,1,70,0.5,6.94,1,16.19
2,2,21.43,2,1,132,142,1,70,0.5,6.94,1,10
2,1,21.95,2,1,132,13,1,70,0.5,6.94,1,8
2,2,17.47,2,1,132,141,1,70,0.5,0,1,10
2,1,18.55,2,1,132,263,1,70,0.5,11.19,1,13
2,4,18.16,2,1,132,230,1,70,0.5,6.94,1,16.19
2,2,18.63,2,1,132,211,1,70,0.5,0,1,14.8
2,1,17.67,2,1,132,68,1,70,0.5,6.94,1,20.23
2,1,17.23,2,1,132,230,1,70,0.5,6.94,1,2
2,2,19.69,2,1,132,125,1,70,0.5,6.94,1,16.54
2,1,17.36,2,1,132,144,1,70,0.5,0,1,14.8
2,1,17.62,2,1,132,163,1,70,0.5,6.94,1,10
2,2,18.36,2,1,132,79,1,70,0.5,0,1,14.8
2,2,18.4,2,1,132,142,1,70,0.5,0,1,7.58
2,3,19.38,2,1,132,263,1,70,0.5,6.94,1,15
2,2,18.39,2,1,132,163,1,70,0.5,6.94,1,16.19
2,2,17.65,2,1,132,163,1,70,0.5,6.94,1,20.23
2,4,16.52,2,1,132,100,1,70,0.5,6.94,1,16.19
2,1,20.38,2,1,132,87,1,70,0.5,6.94,1,20.23
2,1,17.22,2,1,132,170,1,70,0.5,6.94,1,12.4
2,1,21.32,2,1,132,239,1,70,0.5,6.94,1,9
2,2,18.18,2,1,132,142,1,70,0.5,6.94,1,0.86
2,4,16.98,2,1,132,233,1,70,0.5,6.94,1,8
2,1,4.77,1,1,132,10,1,21.9,0.5,0,1,5.18
2,1,17.79,2,1,132,170,1,70,0.5,6.94,1,16.19
2,1,17.36,2,1,132,48,1,70,0.5,6.94,1,15
2,1,17.7,2,1,132,211,1,70,0.5,0,1,14.8
2,1,17.13,2,1,132,164,1,70,0.5,6.94,1,20.23
2,3,21.67,2,1,132,239,1,70,0.5,6.94,1,16.19
2,1,17.64,2,1,132,100,1,70,0.5,6.94,1,20.23
2,2,17.76,2,1,132,68,1,70,0.5,6.94,1,16.19
2,1,17.73,2,1,132,161,1,70,0.5,6.94,1,16.19
2,2,20.4,2,1,132,209,1,70,0.5,0,1,18.5
2,1,17.61,2,1,132,161,1,70,0.5,6.94,1,16.54
2,1,19.42,2,1,132,231,1,70,0.5,6.94,1,12.14
2,1,19.16,2,1,132,158,1,70,0.5,6.94,1,8.27
2,1,17.4,2,1,132,161,1,70,0.5,6.94,1,20.23
2,3,16.96,2,1,132,100,1,70,0.5,6.94,1,5
2,1,18.06,2,1,132,90,1,70,0.5,6.94,1,16.19
2,1,19.19,2,1,132,263,1,70,0.5,6.94,1,5
2,6,22.35,2,1,132,87,1,70,0.5,6.94,1,16.54
2,1,18.86,2,1,132,231,1,70,0.5,6.94,1,8
2,2,17.99,2,1,132,48,1,70,0.5,6.94,1,16.19
2,1,8.1,2,1,138,137,1,70,0.5,11.19,1,10
2,2,17.33,2,1,132,68,1,70,0.5,6.94,1,16.54
2,1,17.25,2,1,132,233,1,70,0.5,6.94,1,16.19
2,2,19.16,2,1,132,262,1,70,0.5,0,1,7.5
2,1,18.16,2,1,132,230,1,70,0.5,6.94,1,16.54
2,1,19.04,2,1,132,48,1,70,0.5,6.94,1,16.19
2,2,16.6,2,1,132,163,1,70,0.5,0,1,14.8
2,3,17.29,2,1,132,161,1,70,0.5,6.94,1,12
2,1,16.93,2,1,132,164,1,70,0.5,6.94,1,8.09
2,1,19.66,5,1,132,209,1,90,0,6.94,1,5
2,4,18.43,5,1,132,230,1,88.8,0,6.94,1,19.85
2,1,29.3,4,1,132,50,1,183.6,0.5,15.38,1,40.6
2,1,21.25,2,1,132,238,1,70,0.5,6.94,1,16.54
2,1,15.51,5,1,132,233,1,80,0,6.94,1,18.09
2,2,15.11,5,1,132,170,1,90,0,6.94,1,5
2,4,16.97,5,1,132,246,1,83,0,6.94,1,10
2,4,15.68,5,1,132,230,1,87.69,0,6.94,1,19.63
2,4,15.73,5,1,132,230,1,88,0,6.94,1,19.69
2,1,21.84,5,1,132,87,1,85,0,0,1,18.05
2,2,19.45,2,1,132,238,1,70,0.5,6.94,1,16.54
2,3,19.68,2,1,132,209,1,70,0.5,0,1,14.8
2,1,18.57,2,1,132,144,1,70,0.5,0,1,15.15
2,2,18.17,2,1,132,48,1,70,0.5,6.94,1,12.4
2,2,20.5,2,1,132,261,1,70,0.5,0,1,18.09
2,1,19.77,2,1,132,125,1,70,0.5,0,1,14.8
2,2,18.01,2,1,132,79,1,70,0.5,6.94,1,16.54
2,1,19.22,2,1,132,249,1,70,0.5,0,1,10
2,2,17.33,2,1,132,233,1,70,0.5,6.94,1,20.23
2,1,28.59,2,1,132,87,1,70,0.5,6.94,1,16.54
2,2,18,2,1,132,48,1,70,0.5,6.94,1,5
2,1,22.25,2,1,132,163,1,70,0.5,6.94,1,16.54
2,2,18.28,2,1,132,246,1,70,0.5,6.94,1,16.19
2,2,18.28,2,1,132,246,1,70,0.5,6.94,1,9.92
2,1,18.29,2,1,132,43,1,70,0.5,6.94,1,10
2,3,18.01,2,1,132,114,1,70,0.5,0,1,14.8
2,1,18.14,2,1,132,229,1,70,0.5,6.94,1,8.27
2,2,17.52,2,1,132,90,1,70,0.5,6.94,1,15
2,2,17.89,2,1,132,164,1,70,0.5,6.94,1,16.19
2,1,18.12,2,1,132,68,1,70,0.5,6.94,1,16.19
2,1,17.4,2,1,132,48,1,70,0.5,6.94,1,16.19
2,1,18.05,2,1,132,161,1,70,0.5,6.94,1,16.54
2,1,17.75,2,1,132,230,1,70,0.5,6.94,1,20.23
2,1,17.15,2,1,132,164,1,70,0.5,6.94,1,16.19
2,1,17.94,2,1,132,163,1,70,0.5,6.94,1,16.19
2,1,17.46,2,1,132,233,1,70,0.5,6.94,1,24.28
2,2,18.29,2,1,132,234,1,70,0.5,6.94,1,16.54
2,1,17.69,2,1,132,229,1,70,0.5,6.94,1,16.54
2,2,17.88,2,1,132,230,1,70,0.5,6.94,1,16.54
2,2,17.58,2,1,132,148,1,70,0.5,0,1,15.15
2,1,17.61,2,1,132,141,1,70,0.5,0,1,10
2,1,16.99,2,1,132,161,1,70,0.5,6.94,1,16.19
2,1,20.93,2,1,132,43,1,70,0.5,6.94,1,16.54
2,1,17.34,2,1,132,237,1,70,0.5,0,1,14.8
2,2,18.53,2,1,132,48,1,70,0.5,6.94,1,16.19
2,1,18.98,2,1,132,249,1,70,0.5,6.94,1,8.27
2,2,19.12,2,1,132,163,1,70,0.5,6.94,1,16.19
2,2,18.78,2,1,132,211,1,70,0.5,6.94,1,12
2,2,17.06,2,1,132,230,1,70,0.5,6.94,1,16.54
2,5,18.02,2,1,132,162,1,70,0.5,6.94,1,16.54
2,2,19.12,2,1,132,236,1,70,0.5,6.94,1,16.19
2,1,17.08,2,1,132,230,1,70,0.5,6.94,1,16.19
2,2,18.9,2,1,132,50,1,70,0.5,6.94,1,16.19
2,1,17.28,2,1,132,68,1,70,0.5,6.94,1,16.54
2,1,20.09,2,1,132,261,1,70,0.5,0,1,14.8
2,1,16.93,2,1,132,163,1,70,0.5,0,1,14.8
2,2,20.2,2,1,132,140,1,70,0.5,6.94,1,5
2,1,16.77,2,1,132,48,1,70,0.5,6.94,1,16.54
2,1,17.1,2,1,132,164,1,70,0.5,6.94,1,12.14
2,1,18.3,2,1,132,164,1,70,0.5,6.94,1,16.19
2,1,17.7,2,1,132,90,1,70,0.5,6.94,1,10
2,1,16.57,2,1,132,162,1,70,0.5,6.94,1,16.19
2,1,17.46,2,1,132,163,1,70,0.5,0,1,12
2,1,19.69,2,1,132,158,1,70,0.5,6.94,1,16.19
2,2,17.72,2,1,132,113,1,70,0.5,6.94,1,24.28
2,1,20.3,2,1,132,142,1,70,0.5,6.94,1,16.54
2,1,18.45,2,1,132,211,1,70,0.5,6.94,1,16.19
2,1,17.94,2,1,132,79,1,70,0.5,0,1,18.5
2,1,19.75,2,1,132,87,1,70,0.5,0,1,14.8
2,1,16.2,2,1,132,170,1,70,0.5,6.94,1,16.19
2,4,17.44,2,1,132,230,1,70,0.5,6.94,1,20.23
2,1,20.68,2,1,132,209,1,70,0.5,6.94,1,14
2,1,17.33,2,1,132,161,1,70,0.5,6.94,1,16.54
2,1,17.46,2,1,132,107,1,70,0.5,6.94,1,20.23
2,1,17.91,2,1,132,161,1,70,0.5,6.94,1,10
2,1,17.33,2,1,132,100,1,70,0.5,6.94,1,16.54
2,1,17.75,2,1,132,234,1,70,0.5,6.94,1,16.19
2,2,16.5,2,1,132,237,1,70,0.5,0,1,3
2,4,19.06,2,1,132,236,1,70,0.5,6.94,1,7
2,3,17.77,2,1,132,239,1,70,0.5,0,1,14.8
2,6,18.35,2,1,132,148,1,70,0.5,0,1,8
2,2,18.13,2,1,132,50,1,70,0.5,6.94,1,10
2,1,18.99,2,1,132,114,1,70,0.5,0,1,22.72
2,2,16.96,2,1,132,163,1,70,0.5,0,1,14.8
2,2,17.08,2,1,132,68,1,70,0.5,6.94,1,16.19
2,2,18.68,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,19.72,2,1,132,125,1,70,0.5,0,1,14.8
2,1,20,2,1,132,261,1,70,0.5,0,1,14.8
2,2,16.47,2,1,132,162,1,70,0.5,6.94,1,16.19
2,1,17.4,2,1,132,68,1,70,0.5,6.94,1,16.54
2,2,17.33,2,1,132,164,1,70,0.5,6.94,1,16.19
2,2,20.48,2,1,132,232,1,70,0.5,6.94,1,16.19
2,1,21.81,2,1,132,261,1,70,0.5,6.94,1,16.19
2,3,19.31,2,1,132,50,1,70,0.5,6.94,1,10
2,2,17.55,2,1,132,164,1,70,0.5,6.94,1,16.19
2,1,16.62,2,1,132,233,1,70,0.5,6.94,1,10
2,1,16.74,2,1,132,100,1,70,0.5,6.94,1,16.19
2,3,17.78,2,1,132,230,1,70,0.5,6.94,1,20.23
2,1,21.66,2,1,132,13,1,70,0.5,0,1,11.36
2,1,17.27,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,17.86,2,1,132,148,1,70,0.5,0,1,14.8
2,1,19.15,2,1,132,236,1,70,0.5,6.94,1,16.19
2,1,16.62,2,1,132,107,1,70,0.5,6.94,1,16.19
2,1,17.17,2,1,132,162,1,70,0.5,6.94,1,16.19
2,2,21.4,2,1,132,43,1,70,0.5,6.94,1,16.54
2,1,17.08,2,1,132,164,1,70,0.5,6.94,1,16.19
2,1,17.69,2,1,132,249,1,70,0.5,6.94,1,20.23
2,1,16.99,2,1,132,107,1,70,0.5,6.94,1,10
2,2,21.34,2,1,132,261,1,70,0.5,0,1,14.8
2,4,16.63,2,1,132,162,1,70,0.5,6.94,1,16.19
2,1,17.81,2,1,132,170,1,70,0.5,6.94,1,16.19
2,1,18.41,2,1,132,50,1,70,0.5,6.94,1,16.19
2,1,18.64,2,1,132,113,1,70,0.5,6.94,1,20.67
2,1,20.92,2,1,132,209,1,70,0.5,0,1,14.8
2,1,17.84,2,1,132,186,1,70,0.5,6.94,1,12
2,2,17.1,2,1,132,164,1,70,0.5,6.94,1,16.19
2,1,17.67,2,1,132,229,1,70,0.5,6.94,1,16.19
2,2,19.58,2,1,132,238,1,70,0.5,6.94,1,16.19
2,1,17.63,2,1,132,186,1,70,0.5,6.94,1,16.54
2,2,17.97,2,1,132,230,1,70,0.5,6.94,1,5
2,2,17.45,2,1,132,186,1,70,0.5,6.94,1,16.19
2,2,20.38,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,17.2,2,1,132,164,1,70,0.5,6.94,1,16.19
2,1,18.72,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,17.67,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,18.79,2,1,132,163,1,70,0.5,6.94,1,16.19
2,1,19.69,2,1,132,211,1,70,0.5,6.94,1,16.19
2,1,17.75,2,1,132,230,1,70,0.5,6.94,1,10
2,2,18.4,2,1,132,90,1,70,0.5,6.94,1,8
2,1,17.61,2,1,132,224,1,70,0.5,6.94,1,15
2,3,17.7,2,1,132,162,1,70,0.5,6.94,1,16.19
2,4,17.7,2,1,132,163,1,70,0.5,0,1,3.7
2,1,20.32,2,1,132,231,1,70,0.5,0,1,7
2,1,17.03,2,1,132,162,1,70,0.5,13.38,1,17.48
2,1,16.85,2,1,132,164,1,70,0.5,13.88,1,17.93
2,1,18.72,2,1,132,68,1,70,0.5,6.94,1,16.19
2,4,17.51,2,1,132,164,1,70,0.5,6.94,1,16.19
2,2,20.14,2,1,132,238,1,70,0.5,6.94,1,16.19
2,1,18.37,2,1,132,230,1,70,0.5,6.94,1,20.23
2,4,18.16,2,1,132,68,1,70,0.5,6.94,1,16.19
2,1,18.19,2,1,132,246,1,70,0.5,6.94,1,10
2,3,18.67,2,1,132,4,1,70,0.5,0,1,15.15
2,1,21.77,2,1,132,239,1,70,0.5,6.94,1,16.19
2,2,16.13,2,1,132,141,1,70,0.5,0,1,5
2,1,17.62,2,1,132,164,1,70,0.5,6.94,1,10
2,1,20.44,2,1,132,249,1,70,0.5,6.94,1,16.19
2,1,17.48,2,1,132,162,1,70,0.5,6.94,1,16.54
2,1,14.35,5,1,132,233,1,83,0,6.94,1,23.36
2,2,18.78,2,1,132,229,1,70,0.5,6.94,1,8.27
2,1,17.82,2,0,132,233,1,70,0.5,6.94,1,16.19
2,1,18.05,2,1,132,142,1,70,0.5,0,1,14.8
2,1,16.32,2,1,132,237,1,70,0.5,0,1,10
2,1,17.13,2,1,132,137,1,70,0.5,6.94,1,8.27
2,1,18.97,2,1,132,100,1,70,0.5,6.94,1,16.19
2,1,18.01,2,1,132,186,1,70,0.5,6.94,1,16.19
2,1,18.8,2,1,132,125,1,70,0.5,0,1,14.8
2,1,17.52,2,1,132,164,1,70,0.5,6.94,1,16.19
2,1,17.71,2,1,132,164,1,70,0.5,6.94,1,16.54
2,2,16.71,2,1,132,233,1,70,0.5,6.94,1,16.54
2,2,22.58,2,1,132,88,1,70,0.5,6.94,1,16.19
2,1,19.39,2,1,132,142,1,70,0.5,6.94,1,0.15
2,2,17.24,2,1,132,162,1,70,0.5,6.94,1,16.19
2,1,18.32,2,1,132,230,1,70,0.5,0,1,14.8
2,2,17.74,2,1,132,79,1,70,0.5,0,1,14.8
2,1,18.77,2,1,132,163,1,70,0.5,6.94,1,20.67
2,4,25.48,2,1,132,238,1,70,0.5,12.43,1,17.29
2,2,17.26,2,1,132,68,1,70,0.5,6.94,1,16.19
2,3,16.94,2,1,132,170,1,70,0.5,6.94,1,16.19
2,1,18.51,2,1,132,236,1,70,0.5,6.94,1,8.27
2,1,18.35,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,20.03,2,1,132,211,1,70,0.5,0,1,14.8
2,3,19.54,2,1,132,140,1,70,0.5,6.94,1,16.19
2,3,17.54,2,1,132,48,1,70,0.5,6.94,1,0.01
2,2,17.78,2,1,132,113,1,70,0.5,6.94,1,16.19
2,1,20.1,2,1,132,141,1,70,0.5,6.94,1,16.19
2,3,18.09,2,1,132,158,1,70,0.5,6.94,1,16.19
2,3,17.93,2,1,132,100,1,70,0.5,6.94,1,16.19
2,2,21.85,2,1,132,50,1,70,0.5,6.94,1,3
2,1,18.66,2,1,132,263,1,70,0.5,6.94,1,20.23
2,1,17.89,2,1,132,230,1,70,0.5,6.94,1,16.54
2,1,20.86,2,1,132,239,1,70,0.5,6.94,1,10
2,2,19.44,2,1,132,211,1,70,0.5,6.94,1,16.19
2,1,17.4,2,1,132,162,1,70,0.5,6.94,1,8.27
2,2,19.01,2,1,132,50,1,70,0.5,6.94,1,16.19
2,1,19.54,2,1,132,263,1,70,0.5,6.94,1,16.19
2,5,17.13,2,1,132,164,1,70,0.5,6.94,1,20.67
2,3,17.85,2,1,132,68,1,70,0.5,6.94,1,16.19
2,1,18.68,2,1,132,125,1,70,0.5,0,1,18.5
2,5,20.9,2,1,132,238,1,70,0.5,6.94,1,16.54
2,2,18.92,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,17.81,2,1,132,141,1,70,0.5,6.94,1,2
2,1,17.26,2,1,132,164,1,70,0.5,6.94,1,5
2,2,17.87,2,1,132,230,1,70,0.5,0,1,14.8
2,1,17.43,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,19.01,2,1,132,140,1,70,0.5,6.94,1,14
2,3,16.8,2,1,132,237,1,70,0.5,0,1,9.09
2,2,18.28,2,1,132,48,1,70,0.5,6.94,1,20.23
2,1,18.17,2,1,132,48,1,70,0.5,0,1,14.8
2,1,18.15,2,1,132,68,1,70,0.5,6.94,1,16.19
2,1,18.58,2,1,132,262,1,70,0.5,6.94,1,16.19
2,1,18.98,2,1,132,236,1,70,0.5,6.94,1,16.19
2,2,19.56,2,1,132,236,1,70,0.5,6.94,1,5
2,2,18.1,2,1,132,148,1,70,0.5,0,1,10
2,1,18.57,2,1,132,113,1,70,0.5,6.94,1,16.19
2,1,17.16,2,1,132,164,1,70,0.5,6.94,1,16.19
2,2,27.52,2,1,132,261,1,70,0.5,6.94,1,16.19
2,1,17.64,2,1,132,144,1,70,0.5,0,1,5
2,1,13.93,2,1,132,50,1,70,0.5,0,1,10
2,1,21.03,2,1,132,231,1,70,0.5,0,1,10
2,1,17.17,2,1,132,234,1,70,0.5,6.94,1,16.19
2,1,21.61,2,1,132,87,1,70,0.5,6.94,1,16.54
2,1,19.19,2,1,132,163,1,70,0.5,6.94,1,16.54
2,1,17.9,2,1,132,141,1,70,0.5,0,1,7.58
2,4,18.62,2,1,132,48,1,70,0.5,6.94,1,16.19
2,1,18.51,2,1,132,79,1,70,0.5,6.94,1,16.19
2,2,18.07,2,1,132,246,1,70,0.5,6.94,1,16.19
2,1,17.81,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,16.73,2,1,132,233,1,70,0.5,6.94,1,16.19
2,1,17.57,2,1,132,186,1,70,0.5,6.94,1,16.19
2,2,20.22,2,1,132,43,1,70,0.5,6.94,1,16.19
2,2,17.87,2,1,132,229,1,70,0.5,6.94,1,12.4
2,1,17.08,2,1,132,164,1,70,0.5,6.94,1,16.19
2,1,17.38,2,1,132,48,1,70,0.5,6.94,1,3
2,4,17.99,2,1,132,161,1,70,0.5,6.94,1,16.19
2,3,20.19,2,1,132,13,1,70,0.5,0,1,14.8
2,1,20.53,2,1,132,87,1,70,0.5,0,1,3
2,1,17.75,2,1,132,68,1,70,0.5,6.94,1,10
2,1,16.38,2,1,132,140,1,70,0.5,0,1,15.15
2,1,18.22,2,1,132,161,1,70,0.5,6.94,1,16.54
2,1,18.59,2,1,132,50,1,70,0.5,6.94,1,16.19
2,2,28.91,2,1,132,261,1,70,0.5,6.94,1,10
2,2,21.27,2,1,132,87,1,70,0.5,0,1,5
2,2,18.28,2,1,132,161,1,70,0.5,6.94,1,20.23
2,2,18.55,2,1,132,211,1,70,0.5,0,1,10
2,1,19.36,2,1,132,263,1,70,0.5,6.94,1,16.19
2,2,18.2,2,1,132,234,1,70,0.5,6.94,1,12.4
2,1,18.4,2,1,132,263,1,70,0.5,6.94,1,16.19
2,1,17.17,2,1,132,164,1,70,0.5,6.94,1,10
2,1,17.69,2,1,132,164,1,70,0.5,6.94,1,16.19
2,1,28.1,2,1,132,88,1,70,0.5,6.94,1,16.19
2,1,20.77,2,1,132,79,1,70,0.5,0,1,10
2,1,18.4,2,1,132,249,1,70,0.5,6.94,1,16.19
2,4,18.14,2,1,132,161,1,70,0.5,6.94,1,8
2,2,22.58,2,1,132,88,1,70,0.5,0,1,14.8
2,1,17.79,2,1,132,113,1,70,0.5,6.94,1,16.19
2,4,18.29,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,18.56,2,1,132,211,1,70,0.5,0,1,5
2,1,21.09,2,1,132,239,1,70,0.5,6.94,1,16.19
2,1,16.97,2,1,132,219,1,70,0.5,6.94,1,20.67
2,1,17.79,2,1,132,100,1,70,0.5,6.94,1,16.19
2,1,26.31,2,1,132,143,1,70,0.5,6.94,1,16.54
2,1,17.59,2,1,132,141,1,70,0.5,0,1,14.8
2,2,17.13,2,1,132,224,1,70,0.5,6.94,1,13
2,1,17.97,2,1,132,230,1,70,0.5,6.94,1,16.19
2,2,19.39,2,1,132,158,1,70,0.5,6.94,1,20.23
2,1,17.15,2,1,132,234,1,70,0.5,6.94,1,10
2,1,19.7,2,1,132,158,1,70,0.5,0,1,15.15
2,1,17.21,2,1,132,230,1,70,0.5,0,1,15.15
2,1,19.12,2,1,132,158,1,70,0.5,6.94,1,15
2,2,32.04,2,1,132,48,1,70,0.5,6.94,1,16.19
2,1,16.98,2,1,132,170,1,70,0.5,6.94,1,1
2,1,17.59,2,1,132,232,1,70,0.5,0,1,15.15
2,1,19.52,2,1,132,125,1,70,0.5,0,1,11.36
2,1,18.23,2,1,132,141,1,70,0.5,0,1,11.36
2,1,17.61,2,1,132,161,1,70,0.5,6.94,1,20.23
2,2,20.59,2,1,132,261,1,70,0.5,0,1,14.8
2,2,18,2,1,132,230,1,70,0.5,6.94,1,16.19
2,4,18.28,2,1,132,163,1,70,0.5,6.94,1,16.19
2,1,17.69,2,1,132,68,1,70,0.5,6.94,1,12.4
2,2,18.28,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,18.89,2,1,132,249,1,70,0.5,6.94,1,16.19
2,1,17.32,2,1,132,233,1,70,0.5,6.94,1,16.19
2,1,17.85,2,1,132,230,1,70,0.5,6.94,1,10
2,1,19.91,2,1,132,239,1,70,0.5,6.94,1,16.19
